0,Termid,RegdNo,Course,Grade,CA_100,MTT_50,ETT_100,ETP_100,Course_Att,MHRDName,CA_1,CA_2,CA_3,CA_4,Height,Weight,ScholarType,Direction,Gender,Medium,CourseType,ProgramType
10484,318192,3552776,TJZ38,B+,63.0,29.0,39.0,,95.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),30.0,14.0,13.0,6.0,162,74,Hostler,East,Male,English,Theory,UG
10485,318192,3552776,TJZ39,B+,56.0,,,69.0,82.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),30.0,6.0,0.0,20.0,162,74,Hostler,East,Male,English,Theory,UG
10486,318192,3552776,TJZ53,B+,52.0,23.0,69.0,,95.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),49.0,2.0,1.0,0.0,162,74,Hostler,East,Male,English,Theory,UG
10487,318192,3552776,TJZ54,A+,64.0,22.0,68.0,,88.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),31.0,5.0,5.0,23.0,162,74,Hostler,East,Male,English,Theory,UG
10488,318192,3552776,TJZ879,A,59.0,,,92.0,89.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),20.0,33.0,6.0,0.0,162,74,Hostler,East,Male,English,Theory,UG
10489,318192,3552776,TJZ880,A+,62.0,34.0,60.0,,89.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),59.0,1.0,0.0,2.0,162,74,Hostler,East,Male,English,Theory,UG
10610,418192,3578776,TJZ1247,C,46.0,23.0,43.0,,98.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),31.0,14.0,0.0,1.0,158,41,Hostler,North,Male,Hindi,Theory,UG
10611,418192,3578776,TJZ155,D,60.0,0.0,40.0,,98.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),18.0,17.0,25.0,0.0,158,41,Hostler,North,Male,Hindi,Theory,UG
10612,418192,3578776,TJZ267,B+,69.0,,,71.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),18.0,32.0,6.0,13.0,158,41,Hostler,North,Male,Hindi,Theory,UG
10662,218192,3593776,TJZ20,A+,100.0,40.0,72.0,,90.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),58.0,8.0,21.0,13.0,178,57,Day Scholar,West,Female,Hindi,Theory,UG
10663,218192,3593776,TJZ21,A,76.0,20.0,76.0,,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),76.0,0.0,0.0,0.0,178,57,Day Scholar,West,Female,Hindi,Theory,UG
10664,218192,3593776,TJZ22,B+,75.0,32.0,52.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),66.0,7.0,0.0,2.0,178,57,Day Scholar,West,Female,Hindi,Theory,UG
10665,218192,3593776,TJZ23,A+,79.0,42.0,79.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),64.0,9.0,1.0,5.0,178,57,Day Scholar,West,Female,Hindi,Theory,UG
10666,218192,3593776,TJZ24,O,89.0,,,82.0,87.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),28.0,16.0,10.0,35.0,178,57,Day Scholar,West,Female,Hindi,Theory,UG
10667,218192,3593776,TJZ25,A+,87.0,,,81.0,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),28.0,13.0,17.0,29.0,178,57,Day Scholar,West,Female,Hindi,Theory,UG
10668,218192,3593776,TJZ28,B+,65.0,32.0,69.0,,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),14.0,0.0,8.0,43.0,178,57,Day Scholar,West,Female,Hindi,Theory,UG
10669,218192,3593776,TJZ334,A,,,,73.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),,,,,178,57,Day Scholar,West,Female,Hindi,Practical,UG
10670,218192,3593776,TJZ369,B+,67.0,24.0,63.0,,85.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),9.0,0.0,23.0,35.0,178,57,Day Scholar,West,Female,Hindi,Theory,UG
10671,218192,3593776,TJZ370,B+,67.0,27.0,65.0,,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),21.0,46.0,0.0,0.0,178,57,Day Scholar,West,Female,Hindi,Theory,UG
10672,218192,3593776,TJZ876,B+,62.0,,,81.0,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),19.0,4.0,9.0,30.0,178,57,Day Scholar,West,Female,Hindi,Theory,UG
10700,218192,3597776,TJZ20,E,40.0,17.0,15.0,,63.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),38.0,1.0,1.0,0.0,173,96,Day Scholar,North,Female,Regional,Theory,UG
10701,218192,3597776,TJZ21,E,40.0,13.0,0.0,,71.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),31.0,1.0,0.0,8.0,173,96,Day Scholar,North,Female,Regional,Theory,UG
10702,218192,3597776,TJZ22,E,22.0,8.0,8.0,,62.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),12.0,0.0,1.0,9.0,173,96,Day Scholar,North,Female,Regional,Theory,UG
10703,218192,3597776,TJZ23,E,49.0,0.0,30.0,,77.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),4.0,20.0,17.0,8.0,173,96,Day Scholar,North,Female,Regional,Theory,UG
10704,218192,3597776,TJZ24,E,51.0,,,0.0,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),2.0,0.0,32.0,17.0,173,96,Day Scholar,North,Female,Regional,Theory,UG
10705,218192,3597776,TJZ25,B,63.0,,,64.0,75.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),61.0,1.0,0.0,1.0,173,96,Day Scholar,North,Female,Regional,Theory,UG
10706,218192,3597776,TJZ28,C,36.0,22.0,62.0,,69.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),32.0,4.0,0.0,0.0,173,96,Day Scholar,North,Female,Regional,Theory,UG
10707,218192,3597776,TJZ369,E,37.0,4.0,30.0,,68.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),25.0,10.0,0.0,2.0,173,96,Day Scholar,North,Female,Regional,Theory,UG
10708,218192,3597776,TJZ370,E,50.0,0.0,0.0,,60.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),15.0,23.0,2.0,10.0,173,96,Day Scholar,North,Female,Regional,Theory,UG
10719,418192,3600776,TJZ556,A,,,,77.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),,,,,178,53,Hostler,West,Female,English,Practical,UG
10744,318192,3607776,TJZ1007,A,70.0,35.0,38.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),17.0,34.0,5.0,14.0,161,85,Day Scholar,North,Male,Regional,Theory,UG
10745,318192,3607776,TJZ157,B,29.0,13.0,63.0,,96.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),8.0,15.0,6.0,0.0,161,85,Day Scholar,North,Male,Regional,Theory,UG
10746,318192,3607776,TJZ158,B+,75.0,30.0,55.0,,85.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),41.0,26.0,2.0,6.0,161,85,Day Scholar,North,Male,Regional,Theory,UG
10747,318192,3607776,TJZ161,A,52.0,24.0,53.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),17.0,4.0,21.0,10.0,161,85,Day Scholar,North,Male,Regional,Theory,UG
10748,318192,3607776,TJZ162,A,67.0,,,65.0,97.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),47.0,2.0,8.0,10.0,161,85,Day Scholar,North,Male,Regional,Theory,UG
10749,318192,3607776,TJZ252,B,43.0,,,51.0,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),29.0,3.0,7.0,4.0,161,85,Day Scholar,North,Male,Regional,Theory,UG
10750,318192,3607776,TJZ38,B,59.0,17.0,40.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),58.0,0.0,1.0,0.0,161,85,Day Scholar,North,Male,Regional,Theory,UG
10751,318192,3607776,TJZ39,B+,52.0,,,54.0,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),10.0,42.0,0.0,0.0,161,85,Day Scholar,North,Male,Regional,Theory,UG
10752,318192,3607776,TJZ53,B,53.0,24.0,48.0,,92.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),35.0,11.0,1.0,6.0,161,85,Day Scholar,North,Male,Regional,Theory,UG
10753,318192,3607776,TJZ54,B,23.0,24.0,63.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),17.0,2.0,1.0,3.0,161,85,Day Scholar,North,Male,Regional,Theory,UG
10994,218192,3649776,TJZ20,B+,44.0,34.0,76.0,,82.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),32.0,7.0,0.0,5.0,156,95,Hostler,West,Female,Regional,Theory,UG
10995,218192,3649776,TJZ21,D,40.0,28.0,38.0,,70.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),26.0,8.0,3.0,3.0,156,95,Hostler,West,Female,Regional,Theory,UG
10996,218192,3649776,TJZ22,C,70.0,17.0,49.0,,71.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),27.0,0.0,9.0,34.0,156,95,Hostler,West,Female,Regional,Theory,UG
10997,218192,3649776,TJZ23,B+,65.0,35.0,55.0,,79.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),32.0,30.0,1.0,2.0,156,95,Hostler,West,Female,Regional,Theory,UG
10998,218192,3649776,TJZ24,B+,52.0,,,62.0,79.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),48.0,2.0,2.0,0.0,156,95,Hostler,West,Female,Regional,Theory,UG
10999,218192,3649776,TJZ25,C,62.0,,,40.0,85.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),56.0,3.0,1.0,2.0,156,95,Hostler,West,Female,Regional,Theory,UG
11000,218192,3649776,TJZ28,B+,73.0,34.0,59.0,,82.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),51.0,3.0,19.0,0.0,156,95,Hostler,West,Female,Regional,Theory,UG
11001,218192,3649776,TJZ369,B,65.0,27.0,60.0,,79.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),48.0,11.0,3.0,3.0,156,95,Hostler,West,Female,Regional,Theory,UG
11002,218192,3649776,TJZ370,B+,64.0,34.0,60.0,,76.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),55.0,3.0,1.0,5.0,156,95,Hostler,West,Female,Regional,Theory,UG
11464,418192,3772776,TJZ556,A+,,,,83.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),,,,,165,51,Day Scholar,West,Female,English,Practical,UG
11865,218192,3886776,TJZ20,B,49.0,29.0,55.0,,85.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),34.0,10.0,5.0,0.0,157,95,Hostler,East,Female,Hindi,Theory,UG
11866,218192,3886776,TJZ21,B+,74.0,22.0,48.0,,89.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),57.0,5.0,3.0,9.0,157,95,Hostler,East,Female,Hindi,Theory,UG
11867,218192,3886776,TJZ22,B+,79.0,10.0,58.0,,89.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),68.0,10.0,1.0,0.0,157,95,Hostler,East,Female,Hindi,Theory,UG
11868,218192,3886776,TJZ23,B+,74.0,32.0,46.0,,89.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),35.0,37.0,1.0,1.0,157,95,Hostler,East,Female,Hindi,Theory,UG
11869,218192,3886776,TJZ24,B+,59.0,,,58.0,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),48.0,3.0,0.0,8.0,157,95,Hostler,East,Female,Hindi,Theory,UG
11870,218192,3886776,TJZ25,B+,73.0,,,62.0,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),7.0,23.0,29.0,14.0,157,95,Hostler,East,Female,Hindi,Theory,UG
11871,218192,3886776,TJZ28,B+,61.0,28.0,64.0,,88.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),30.0,9.0,17.0,5.0,157,95,Hostler,East,Female,Hindi,Theory,UG
11872,218192,3886776,TJZ333,B+,64.0,,,74.0,81.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),32.0,2.0,6.0,24.0,157,95,Hostler,East,Female,Hindi,Theory,UG
11873,218192,3886776,TJZ334,C,,,,53.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),,,,,157,95,Hostler,East,Female,Hindi,Practical,UG
11874,218192,3886776,TJZ369,C,52.0,8.0,58.0,,88.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),4.0,14.0,9.0,25.0,157,95,Hostler,East,Female,Hindi,Theory,UG
11875,218192,3886776,TJZ370,D,50.0,13.0,36.0,,90.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),21.0,11.0,4.0,14.0,157,95,Hostler,East,Female,Hindi,Theory,UG
11876,218192,3888776,TJZ20,B+,70.0,23.0,72.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),0.0,9.0,38.0,23.0,165,50,Hostler,East,Male,Regional,Theory,UG
11877,218192,3888776,TJZ21,B+,80.0,25.0,56.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),75.0,4.0,0.0,1.0,165,50,Hostler,East,Male,Regional,Theory,UG
11878,218192,3888776,TJZ22,B+,60.0,29.0,65.0,,87.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),59.0,0.0,0.0,1.0,165,50,Hostler,East,Male,Regional,Theory,UG
11879,218192,3888776,TJZ23,B+,70.0,42.0,49.0,,88.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),66.0,3.0,0.0,1.0,165,50,Hostler,East,Male,Regional,Theory,UG
11880,218192,3888776,TJZ24,A+,83.0,,,66.0,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),15.0,25.0,13.0,30.0,165,50,Hostler,East,Male,Regional,Theory,UG
11881,218192,3888776,TJZ25,B+,85.0,,,56.0,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),62.0,15.0,3.0,5.0,165,50,Hostler,East,Male,Regional,Theory,UG
11882,218192,3888776,TJZ28,B+,60.0,38.0,58.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),22.0,26.0,11.0,1.0,165,50,Hostler,East,Male,Regional,Theory,UG
11883,218192,3888776,TJZ369,B+,77.0,34.0,55.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),44.0,22.0,10.0,1.0,165,50,Hostler,East,Male,Regional,Theory,UG
11884,218192,3888776,TJZ370,C,43.0,18.0,46.0,,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),23.0,12.0,0.0,8.0,165,50,Hostler,East,Male,Regional,Theory,UG
11972,418192,3920776,TJZ556,A+,,,,83.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),,,,,178,49,Day Scholar,West,Female,English,Practical,UG
12015,218192,3928776,TJZ20,A+,85.0,44.0,68.0,,92.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),18.0,49.0,15.0,3.0,159,74,Day Scholar,South,Female,English,Theory,UG
12016,218192,3928776,TJZ21,O,95.0,32.0,85.0,,88.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),21.0,40.0,12.0,22.0,159,74,Day Scholar,South,Female,English,Theory,UG
12017,218192,3928776,TJZ22,A+,84.0,32.0,78.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),29.0,33.0,3.0,19.0,159,74,Day Scholar,South,Female,English,Theory,UG
12018,218192,3928776,TJZ23,O,84.0,50.0,75.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),84.0,0.0,0.0,0.0,159,74,Day Scholar,South,Female,English,Theory,UG
12019,218192,3928776,TJZ24,A+,83.0,,,80.0,87.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),25.0,20.0,12.0,26.0,159,74,Day Scholar,South,Female,English,Theory,UG
12020,218192,3928776,TJZ25,A+,82.0,,,91.0,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),66.0,12.0,3.0,1.0,159,74,Day Scholar,South,Female,English,Theory,UG
12021,218192,3928776,TJZ28,B+,59.0,34.0,64.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),16.0,12.0,18.0,13.0,159,74,Day Scholar,South,Female,English,Theory,UG
12022,218192,3928776,TJZ369,A,80.0,35.0,73.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),9.0,1.0,61.0,9.0,159,74,Day Scholar,South,Female,English,Theory,UG
12023,218192,3928776,TJZ370,A+,66.0,39.0,86.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),17.0,40.0,8.0,1.0,159,74,Day Scholar,South,Female,English,Theory,UG
12104,418192,3948776,TJZ707,O,,,,87.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),,,,,161,65,Hostler,East,Male,Hindi,Practical,UG
12198,418192,3964776,TJZ556,A+,,,,81.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),,,,,178,49,Hostler,West,Male,Hindi,Practical,UG
12241,218192,3975776,TJZ20,E,20.0,19.0,28.0,,63.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),6.0,10.0,0.0,4.0,181,64,Day Scholar,East,Female,Hindi,Theory,UG
12242,218192,3975776,TJZ21,C,55.0,19.0,42.0,,76.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),22.0,3.0,18.0,12.0,181,64,Day Scholar,East,Female,Hindi,Theory,UG
12243,218192,3975776,TJZ22,B,60.0,24.0,49.0,,84.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),8.0,9.0,39.0,4.0,181,64,Day Scholar,East,Female,Hindi,Theory,UG
12244,218192,3975776,TJZ23,B,55.0,35.0,40.0,,85.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),52.0,0.0,0.0,3.0,181,64,Day Scholar,East,Female,Hindi,Theory,UG
12245,218192,3975776,TJZ24,C,60.0,,,39.0,79.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),34.0,4.0,19.0,3.0,181,64,Day Scholar,East,Female,Hindi,Theory,UG
12246,218192,3975776,TJZ25,E,66.0,,,15.0,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),12.0,43.0,6.0,5.0,181,64,Day Scholar,East,Female,Hindi,Theory,UG
12247,218192,3975776,TJZ28,C,62.0,24.0,49.0,,67.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),16.0,17.0,12.0,17.0,181,64,Day Scholar,East,Female,Hindi,Theory,UG
12248,218192,3975776,TJZ369,D,49.0,22.0,36.0,,72.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),11.0,33.0,1.0,4.0,181,64,Day Scholar,East,Female,Hindi,Theory,UG
12249,218192,3975776,TJZ370,D,43.0,28.0,30.0,,75.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),31.0,2.0,10.0,0.0,181,64,Day Scholar,East,Female,Hindi,Theory,UG
12695,418192,4072776,TJZ1083,B+,72.0,30.0,62.0,,98.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),68.0,3.0,1.0,0.0,159,96,Hostler,East,Female,English,Theory,UG
12696,418192,4072776,TJZ1094,B+,54.0,27.0,69.0,,98.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),53.0,1.0,0.0,0.0,159,96,Hostler,East,Female,English,Theory,UG
12697,418192,4072776,TJZ267,A+,87.0,,,66.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),69.0,12.0,1.0,5.0,159,96,Hostler,East,Female,English,Theory,UG
12825,318192,4097776,TJZ1410,B,49.0,,,67.0,80.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),46.0,0.0,1.0,2.0,183,63,Hostler,East,Female,Hindi,Theory,UG
12826,318192,4097776,TJZ157,B,79.0,22.0,48.0,,50.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),9.0,61.0,3.0,6.0,183,63,Hostler,East,Female,Hindi,Theory,UG
12827,318192,4097776,TJZ158,C,82.0,15.0,45.0,,45.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),4.0,22.0,44.0,12.0,183,63,Hostler,East,Female,Hindi,Theory,UG
12828,318192,4097776,TJZ161,C,77.0,47.0,0.0,,84.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),4.0,2.0,32.0,39.0,183,63,Hostler,East,Female,Hindi,Theory,UG
12829,318192,4097776,TJZ162,O,69.0,,,91.0,80.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),32.0,25.0,11.0,1.0,183,63,Hostler,East,Female,Hindi,Theory,UG
12830,318192,4097776,TJZ336,A+,88.0,,,56.0,95.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),78.0,6.0,2.0,2.0,183,63,Hostler,East,Female,Hindi,Theory,UG
12831,318192,4097776,TJZ38,A,78.0,36.0,50.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),16.0,48.0,3.0,11.0,183,63,Hostler,East,Female,Hindi,Theory,UG
12832,318192,4097776,TJZ39,A,54.0,,,82.0,85.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),37.0,11.0,5.0,1.0,183,63,Hostler,East,Female,Hindi,Theory,UG
12833,318192,4097776,TJZ53,A,95.0,23.0,65.0,,88.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),54.0,1.0,29.0,11.0,183,63,Hostler,East,Female,Hindi,Theory,UG
12834,318192,4097776,TJZ54,C,64.0,13.0,43.0,,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),53.0,1.0,9.0,1.0,183,63,Hostler,East,Female,Hindi,Theory,UG
12835,318192,4097776,TJZ880,B,67.0,28.0,45.0,,49.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),23.0,14.0,16.0,14.0,183,63,Hostler,East,Female,Hindi,Theory,UG
12839,418192,4100776,TJZ1247,A,81.0,28.0,65.0,,89.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),16.0,4.0,27.0,34.0,156,45,Day Scholar,West,Female,Hindi,Theory,UG
12840,418192,4100776,TJZ155,B+,74.0,23.0,65.0,,84.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),7.0,49.0,11.0,7.0,156,45,Day Scholar,West,Female,Hindi,Theory,UG
12841,418192,4100776,TJZ1697,A,87.0,,,68.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),61.0,24.0,0.0,2.0,156,45,Day Scholar,West,Female,Hindi,Theory,UG
12843,418192,4103776,TJZ202,O,80.0,28.0,70.0,,90.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),7.0,3.0,61.0,9.0,155,82,Day Scholar,East,Female,Regional,Theory,UG
12844,418192,4103776,TJZ267,O,85.0,,,82.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),23.0,13.0,45.0,4.0,155,82,Day Scholar,East,Female,Regional,Theory,UG
12845,418192,4103776,TJZ568,A+,69.0,33.0,72.0,,94.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),15.0,24.0,15.0,15.0,155,82,Day Scholar,East,Female,Regional,Theory,UG
12846,418192,4104776,TJZ556,O,,,,91.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),,,,,170,61,Day Scholar,North,Male,Regional,Practical,UG
13186,218192,4171776,TJZ20,F,0.0,0.0,0.0,,34.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),0.0,0.0,0.0,0.0,169,57,Hostler,South,Female,Hindi,Theory,UG
13187,218192,4171776,TJZ21,F,0.0,0.0,0.0,,32.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),0.0,0.0,0.0,0.0,169,57,Hostler,South,Female,Hindi,Theory,UG
13188,218192,4171776,TJZ22,F,0.0,0.0,0.0,,42.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),0.0,0.0,0.0,0.0,169,57,Hostler,South,Female,Hindi,Theory,UG
13189,218192,4171776,TJZ23,F,0.0,0.0,0.0,,44.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),0.0,0.0,0.0,0.0,169,57,Hostler,South,Female,Hindi,Theory,UG
13190,218192,4171776,TJZ24,F,0.0,,,0.0,40.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),0.0,0.0,0.0,0.0,169,57,Hostler,South,Female,Hindi,Theory,UG
13191,218192,4171776,TJZ25,F,0.0,,,0.0,43.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),0.0,0.0,0.0,0.0,169,57,Hostler,South,Female,Hindi,Theory,UG
13192,218192,4171776,TJZ28,F,0.0,0.0,0.0,,37.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),0.0,0.0,0.0,0.0,169,57,Hostler,South,Female,Hindi,Theory,UG
13193,218192,4171776,TJZ334,F,,,,0.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),,,,,169,57,Hostler,South,Female,Hindi,Practical,UG
13194,218192,4171776,TJZ369,F,0.0,0.0,0.0,,43.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),0.0,0.0,0.0,0.0,169,57,Hostler,South,Female,Hindi,Theory,UG
13195,218192,4171776,TJZ370,F,0.0,0.0,0.0,,36.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),0.0,0.0,0.0,0.0,169,57,Hostler,South,Female,Hindi,Theory,UG
13196,218192,4171776,TJZ876,F,0.0,,,0.0,30.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),0.0,0.0,0.0,0.0,169,57,Hostler,South,Female,Hindi,Theory,UG
13245,318192,4181776,TJZ1082,A+,84.0,33.0,75.0,,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),74.0,3.0,7.0,0.0,158,94,Hostler,East,Female,Hindi,Theory,UG
13246,318192,4181776,TJZ157,A,55.0,27.0,62.0,,82.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),24.0,23.0,1.0,7.0,158,94,Hostler,East,Female,Hindi,Theory,UG
13247,318192,4181776,TJZ158,B,59.0,33.0,50.0,,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),48.0,2.0,2.0,7.0,158,94,Hostler,East,Female,Hindi,Theory,UG
13248,318192,4181776,TJZ161,A+,69.0,25.0,58.0,,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),19.0,31.0,19.0,0.0,158,94,Hostler,East,Female,Hindi,Theory,UG
13249,318192,4181776,TJZ162,B+,62.0,,,55.0,83.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),36.0,21.0,4.0,1.0,158,94,Hostler,East,Female,Hindi,Theory,UG
13250,318192,4181776,TJZ336,A+,82.0,,,75.0,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),59.0,0.0,10.0,13.0,158,94,Hostler,East,Female,Hindi,Theory,UG
13251,318192,4181776,TJZ38,A,77.0,40.0,60.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),28.0,40.0,5.0,4.0,158,94,Hostler,East,Female,Hindi,Theory,UG
13252,318192,4181776,TJZ39,A,55.0,,,80.0,80.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),6.0,16.0,27.0,6.0,158,94,Hostler,East,Female,Hindi,Theory,UG
