0,Termid,RegdNo,Course,Grade,CA_100,MTT_50,ETT_100,ETP_100,Course_Att,MHRDName,CA_1,CA_2,CA_3,CA_4,Height,Weight,ScholarType,Direction,Gender,Medium,CourseType,ProgramType
2481,318192,1751776,TJZ39,B+,53.0,,,83.0,57.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),33.0,10.0,6.0,4.0,179,63,Day Scholar,West,Male,Hindi,Theory,UG
2482,318192,1751776,TJZ53,B+,61.0,30.0,62.0,,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),35.0,18.0,3.0,5.0,179,63,Day Scholar,West,Male,Hindi,Theory,UG
2483,318192,1751776,TJZ54,A+,82.0,27.0,52.0,,83.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),36.0,17.0,21.0,8.0,179,63,Day Scholar,West,Male,Hindi,Theory,UG
2484,318192,1751776,TJZ879,A+,76.0,,,85.0,72.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),43.0,27.0,6.0,0.0,179,63,Day Scholar,West,Male,Hindi,Theory,UG
2485,318192,1751776,TJZ880,A+,65.0,29.0,60.0,,82.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),36.0,5.0,9.0,15.0,179,63,Day Scholar,West,Male,Hindi,Theory,UG
2486,218192,1752776,TJZ20,B,68.0,24.0,60.0,,59.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),18.0,10.0,16.0,24.0,170,96,Day Scholar,South,Female,Regional,Theory,UG
2487,218192,1752776,TJZ21,B+,66.0,34.0,65.0,,71.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),65.0,0.0,0.0,1.0,170,96,Day Scholar,South,Female,Regional,Theory,UG
2488,218192,1752776,TJZ22,B+,77.0,40.0,45.0,,82.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),35.0,25.0,7.0,10.0,170,96,Day Scholar,South,Female,Regional,Theory,UG
2489,218192,1752776,TJZ23,B,57.0,39.0,38.0,,79.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),32.0,7.0,7.0,11.0,170,96,Day Scholar,South,Female,Regional,Theory,UG
2490,218192,1752776,TJZ24,B+,49.0,,,74.0,65.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),45.0,2.0,2.0,0.0,170,96,Day Scholar,South,Female,Regional,Theory,UG
2491,218192,1752776,TJZ25,B,71.0,,,52.0,80.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),41.0,29.0,0.0,1.0,170,96,Day Scholar,South,Female,Regional,Theory,UG
2492,218192,1752776,TJZ28,B+,66.0,32.0,60.0,,89.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),33.0,17.0,2.0,14.0,170,96,Day Scholar,South,Female,Regional,Theory,UG
2493,218192,1752776,TJZ334,A,,,,66.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),,,,,170,96,Day Scholar,South,Female,Regional,Practical,UG
2494,218192,1752776,TJZ363,A,68.0,,,83.0,88.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),0.0,27.0,15.0,26.0,170,96,Day Scholar,South,Female,Regional,Theory,UG
2495,218192,1752776,TJZ369,B,50.0,34.0,52.0,,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),15.0,1.0,7.0,27.0,170,96,Day Scholar,South,Female,Regional,Theory,UG
2496,218192,1752776,TJZ370,B,70.0,35.0,53.0,,64.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),42.0,14.0,10.0,4.0,170,96,Day Scholar,South,Female,Regional,Theory,UG
2497,218192,1753776,TJZ20,B,49.0,23.0,68.0,,88.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),2.0,47.0,0.0,0.0,151,52,Hostler,North,Female,English,Theory,UG
2498,218192,1753776,TJZ21,E,67.0,19.0,15.0,,82.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),8.0,44.0,5.0,10.0,151,52,Hostler,North,Female,English,Theory,UG
2499,218192,1753776,TJZ22,C,62.0,13.0,42.0,,78.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),5.0,51.0,3.0,3.0,151,52,Hostler,North,Female,English,Theory,UG
2500,218192,1753776,TJZ23,C,53.0,29.0,29.0,,80.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),4.0,37.0,4.0,8.0,151,52,Hostler,North,Female,English,Theory,UG
2501,218192,1753776,TJZ24,C,63.0,,,30.0,88.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),13.0,24.0,22.0,4.0,151,52,Hostler,North,Female,English,Theory,UG
2502,218192,1753776,TJZ25,B+,69.0,,,59.0,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),10.0,0.0,0.0,59.0,151,52,Hostler,North,Female,English,Theory,UG
2503,218192,1753776,TJZ28,B+,74.0,22.0,63.0,,83.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),40.0,8.0,22.0,4.0,151,52,Hostler,North,Female,English,Theory,UG
2504,218192,1753776,TJZ369,C,74.0,10.0,53.0,,79.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),52.0,1.0,7.0,14.0,151,52,Hostler,North,Female,English,Theory,UG
2505,218192,1753776,TJZ370,C,49.0,17.0,48.0,,75.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),35.0,9.0,0.0,5.0,151,52,Hostler,North,Female,English,Theory,UG
2820,218192,1817776,TJZ20,B,49.0,27.0,53.0,,82.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),38.0,7.0,3.0,1.0,184,49,Day Scholar,East,Female,English,Theory,UG
2821,218192,1817776,TJZ21,C,57.0,18.0,35.0,,80.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),49.0,1.0,0.0,7.0,184,49,Day Scholar,East,Female,English,Theory,UG
2822,218192,1817776,TJZ22,C,75.0,17.0,40.0,,78.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),9.0,33.0,9.0,24.0,184,49,Day Scholar,East,Female,English,Theory,UG
2823,218192,1817776,TJZ23,D,40.0,20.0,29.0,,83.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),7.0,4.0,18.0,11.0,184,49,Day Scholar,East,Female,English,Theory,UG
2824,218192,1817776,TJZ24,B,66.0,,,50.0,72.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),53.0,13.0,0.0,0.0,184,49,Day Scholar,East,Female,English,Theory,UG
2825,218192,1817776,TJZ25,B+,77.0,,,62.0,83.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),62.0,5.0,6.0,4.0,184,49,Day Scholar,East,Female,English,Theory,UG
2826,218192,1817776,TJZ28,B+,54.0,26.0,46.0,,90.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),24.0,1.0,21.0,8.0,184,49,Day Scholar,East,Female,English,Theory,UG
2827,218192,1817776,TJZ369,C,39.0,19.0,63.0,,83.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),17.0,21.0,0.0,1.0,184,49,Day Scholar,East,Female,English,Theory,UG
2828,218192,1817776,TJZ370,E,35.0,9.0,10.0,,82.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),17.0,13.0,1.0,4.0,184,49,Day Scholar,East,Female,English,Theory,UG
3216,318192,1905776,TJZ157,C,47.0,20.0,40.0,,77.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),37.0,1.0,2.0,7.0,156,53,Hostler,South,Male,Regional,Theory,UG
3217,318192,1905776,TJZ158,C,47.0,0.0,70.0,,81.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),27.0,14.0,6.0,0.0,156,53,Hostler,South,Male,Regional,Theory,UG
3218,318192,1905776,TJZ161,A+,62.0,24.0,65.0,,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),50.0,3.0,6.0,3.0,156,53,Hostler,South,Male,Regional,Theory,UG
3219,318192,1905776,TJZ162,A,76.0,,,68.0,79.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),19.0,41.0,7.0,9.0,156,53,Hostler,South,Male,Regional,Theory,UG
3220,318192,1905776,TJZ336,A+,74.0,,,80.0,83.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),73.0,0.0,1.0,0.0,156,53,Hostler,South,Male,Regional,Theory,UG
3221,318192,1905776,TJZ38,B,63.0,0.0,48.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),4.0,2.0,9.0,48.0,156,53,Hostler,South,Male,Regional,Theory,UG
3222,318192,1905776,TJZ39,A,63.0,,,73.0,92.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),0.0,31.0,23.0,9.0,156,53,Hostler,South,Male,Regional,Theory,UG
3223,318192,1905776,TJZ53,B+,79.0,0.0,66.0,,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),65.0,12.0,0.0,2.0,156,53,Hostler,South,Male,Regional,Theory,UG
3224,318192,1905776,TJZ54,C,55.0,0.0,48.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),38.0,3.0,9.0,5.0,156,53,Hostler,South,Male,Regional,Theory,UG
3225,318192,1905776,TJZ575,A+,74.0,23.0,63.0,,78.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),64.0,6.0,4.0,0.0,156,53,Hostler,South,Male,Regional,Theory,UG
3342,318192,1931776,TJZ153,B+,57.0,,,70.0,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),39.0,18.0,0.0,0.0,154,92,Day Scholar,West,Female,Regional,Theory,UG
3343,318192,1931776,TJZ157,A+,81.0,28.0,58.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),25.0,15.0,10.0,31.0,154,92,Day Scholar,West,Female,Regional,Theory,UG
3344,318192,1931776,TJZ158,A,89.0,38.0,56.0,,98.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),0.0,23.0,59.0,7.0,154,92,Day Scholar,West,Female,Regional,Theory,UG
3345,318192,1931776,TJZ161,A+,62.0,34.0,65.0,,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),50.0,8.0,4.0,0.0,154,92,Day Scholar,West,Female,Regional,Theory,UG
3346,318192,1931776,TJZ162,A+,73.0,,,74.0,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),9.0,38.0,23.0,3.0,154,92,Day Scholar,West,Female,Regional,Theory,UG
3347,318192,1931776,TJZ38,B+,60.0,33.0,55.0,,98.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),49.0,1.0,0.0,10.0,154,92,Day Scholar,West,Female,Regional,Theory,UG
3348,318192,1931776,TJZ39,A,61.0,,,66.0,96.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),7.0,23.0,9.0,22.0,154,92,Day Scholar,West,Female,Regional,Theory,UG
3349,318192,1931776,TJZ53,B+,67.0,25.0,52.0,,98.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),56.0,2.0,2.0,7.0,154,92,Day Scholar,West,Female,Regional,Theory,UG
3350,318192,1931776,TJZ54,A+,75.0,23.0,59.0,,98.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),50.0,4.0,15.0,6.0,154,92,Day Scholar,West,Female,Regional,Theory,UG
3351,318192,1931776,TJZ993,A,81.0,32.0,59.0,,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),23.0,3.0,32.0,23.0,154,92,Day Scholar,West,Female,Regional,Theory,UG
3580,318192,1996776,TJZ150,A,65.0,,,80.0,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),43.0,5.0,11.0,6.0,150,89,Day Scholar,North,Female,English,Theory,UG
3581,318192,1996776,TJZ157,O,90.0,32.0,79.0,,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),18.0,34.0,14.0,24.0,150,89,Day Scholar,North,Female,English,Theory,UG
3582,318192,1996776,TJZ158,A+,85.0,35.0,72.0,,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),79.0,4.0,0.0,2.0,150,89,Day Scholar,North,Female,English,Theory,UG
3583,318192,1996776,TJZ161,D,72.0,44.0,0.0,,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),34.0,27.0,9.0,2.0,150,89,Day Scholar,North,Female,English,Theory,UG
3584,318192,1996776,TJZ162,A+,76.0,,,80.0,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),61.0,5.0,2.0,8.0,150,89,Day Scholar,North,Female,English,Theory,UG
3585,318192,1996776,TJZ38,A,65.0,37.0,65.0,,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),39.0,22.0,1.0,3.0,150,89,Day Scholar,North,Female,English,Theory,UG
3586,318192,1996776,TJZ39,A,56.0,,,70.0,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),45.0,4.0,6.0,1.0,150,89,Day Scholar,North,Female,English,Theory,UG
3587,318192,1996776,TJZ392,B+,65.0,,,69.0,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),17.0,24.0,12.0,12.0,150,89,Day Scholar,North,Female,English,Theory,UG
3588,318192,1996776,TJZ53,I,88.0,28.0,0.0,,99.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),1.0,75.0,7.0,5.0,150,89,Day Scholar,North,Female,English,Theory,UG
3589,318192,1996776,TJZ54,O,69.0,24.0,78.0,,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),38.0,6.0,25.0,0.0,150,89,Day Scholar,North,Female,English,Theory,UG
3622,318192,2008776,TJZ157,A+,80.0,15.0,78.0,,77.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),60.0,2.0,9.0,9.0,155,88,Day Scholar,West,Male,Regional,Theory,UG
3623,318192,2008776,TJZ158,A+,70.0,42.0,78.0,,88.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),62.0,8.0,0.0,0.0,155,88,Day Scholar,West,Male,Regional,Theory,UG
3624,318192,2008776,TJZ161,O,50.0,48.0,68.0,,88.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),16.0,17.0,14.0,3.0,155,88,Day Scholar,West,Male,Regional,Theory,UG
3625,318192,2008776,TJZ162,A+,79.0,,,76.0,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),64.0,14.0,1.0,0.0,155,88,Day Scholar,West,Male,Regional,Theory,UG
3626,318192,2008776,TJZ37,O,75.0,33.0,68.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),6.0,38.0,17.0,14.0,155,88,Day Scholar,West,Male,Regional,Theory,UG
3627,318192,2008776,TJZ38,A,63.0,34.0,72.0,,90.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),34.0,18.0,1.0,10.0,155,88,Day Scholar,West,Male,Regional,Theory,UG
3628,318192,2008776,TJZ39,B,48.0,,,42.0,92.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),20.0,6.0,5.0,17.0,155,88,Day Scholar,West,Male,Regional,Theory,UG
3629,318192,2008776,TJZ53,B+,85.0,28.0,48.0,,78.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),15.0,7.0,16.0,47.0,155,88,Day Scholar,West,Male,Regional,Theory,UG
3630,318192,2008776,TJZ54,A+,60.0,19.0,70.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),3.0,37.0,7.0,13.0,155,88,Day Scholar,West,Male,Regional,Theory,UG
3631,318192,2008776,TJZ809,A+,57.0,27.0,89.0,,87.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),14.0,0.0,29.0,14.0,155,88,Day Scholar,West,Male,Regional,Theory,UG
3857,218192,2061776,TJZ20,B+,67.0,27.0,65.0,,92.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),56.0,8.0,3.0,0.0,180,71,Hostler,West,Female,Hindi,Theory,UG
3858,218192,2061776,TJZ21,B,60.0,25.0,52.0,,89.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),39.0,17.0,0.0,4.0,180,71,Hostler,West,Female,Hindi,Theory,UG
3859,218192,2061776,TJZ22,B,57.0,25.0,40.0,,85.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),44.0,6.0,3.0,4.0,180,71,Hostler,West,Female,Hindi,Theory,UG
3860,218192,2061776,TJZ23,B+,89.0,37.0,45.0,,75.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),81.0,7.0,0.0,1.0,180,71,Hostler,West,Female,Hindi,Theory,UG
3861,218192,2061776,TJZ24,B+,66.0,,,45.0,92.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),33.0,30.0,1.0,2.0,180,71,Hostler,West,Female,Hindi,Theory,UG
3862,218192,2061776,TJZ25,A+,76.0,,,88.0,92.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),2.0,19.0,28.0,27.0,180,71,Hostler,West,Female,Hindi,Theory,UG
3863,218192,2061776,TJZ28,B+,54.0,39.0,66.0,,90.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),31.0,9.0,0.0,14.0,180,71,Hostler,West,Female,Hindi,Theory,UG
3864,218192,2061776,TJZ334,B+,,,,60.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),,,,,180,71,Hostler,West,Female,Hindi,Practical,UG
3865,218192,2061776,TJZ363,C,43.0,,,57.0,83.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),13.0,1.0,28.0,1.0,180,71,Hostler,West,Female,Hindi,Theory,UG
3866,218192,2061776,TJZ369,B,62.0,17.0,55.0,,84.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),60.0,2.0,0.0,0.0,180,71,Hostler,West,Female,Hindi,Theory,UG
3867,218192,2061776,TJZ370,C,70.0,23.0,39.0,,80.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),5.0,48.0,0.0,17.0,180,71,Hostler,West,Female,Hindi,Theory,UG
3868,318192,2062776,TJZ1022,A+,79.0,28.0,62.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),26.0,39.0,7.0,7.0,153,74,Hostler,East,Female,English,Theory,UG
3869,318192,2062776,TJZ157,A+,69.0,13.0,72.0,,89.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),13.0,0.0,37.0,19.0,153,74,Hostler,East,Female,English,Theory,UG
3870,318192,2062776,TJZ158,A,77.0,28.0,65.0,,85.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),36.0,41.0,0.0,0.0,153,74,Hostler,East,Female,English,Theory,UG
3871,318192,2062776,TJZ161,D,67.0,43.0,0.0,,95.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),26.0,33.0,4.0,4.0,153,74,Hostler,East,Female,English,Theory,UG
